ts,spot,vwap_spot,pcr,maxpain,dist_to_mp,atr_d,vnd,mph_pts_per_hr,mph_norm,atm,atm_iv,dpcr_z,iv_z,scenario
2025-08-28T23:27:58.368480+05:30,80080.57,nan,0.645,80500,-419.4,221.1,1.9,nan,nan,80100,9.71,0.0,0.0,Short-cover reversion up
2025-08-28T23:32:42.427999+05:30,80080.57,nan,0.645,80500,-419.4,221.1,1.9,nan,nan,80100,9.71,0.0,0.0,Short-cover reversion up
