ts,symbol,ltp,spread,imb,qi,cvd,quote_stab
2025-08-29T14:02:23.990842,NIFTY,24481.3,0.0,0.0,0.0,-5.0,1.0
2025-08-29T14:02:23.990842,BANKNIFTY,53737.85,0.0,0.0,0.0,-1.0,1.0
2025-08-29T14:02:23.740967,MIDCPNIFTY,12501.35,0.0,0.0,0.0,8.0,1.0
2025-08-29T14:02:24.741123,NIFTY,24481.35,0.0,0.0,0.0,-5.0,1.0
2025-08-29T14:02:24.991289,BANKNIFTY,53738.55,0.0,0.0,0.0,-1.0,1.0
2025-08-29T14:02:24.991289,MIDCPNIFTY,12501.85,0.0,0.0,0.0,10.0,1.0
2025-08-29T14:02:25.740626,NIFTY,24480.95,0.0,0.0,0.0,-7.0,1.0
2025-08-29T14:02:25.740626,BANKNIFTY,53735.0,0.0,0.0,0.0,-1.0,1.0
2025-08-29T14:02:25.740626,MIDCPNIFTY,12501.45,0.0,0.0,0.0,9.0,1.0
2025-08-29T14:02:26.991250,NIFTY,24482.05,0.0,0.0,0.0,-7.0,1.0
2025-08-29T14:02:26.991250,BANKNIFTY,53740.0,0.0,0.0,0.0,-1.0,1.0
2025-08-29T14:02:26.741225,MIDCPNIFTY,12500.9,0.0,0.0,0.0,9.0,1.0
2025-08-29T14:02:27.994231,NIFTY,24480.2,0.0,0.0,0.0,-7.0,1.0
2025-08-29T14:02:27.994231,BANKNIFTY,53732.65,0.0,0.0,0.0,-1.0,1.0
2025-08-29T14:02:27.994231,MIDCPNIFTY,12501.85,0.0,0.0,0.0,11.0,1.0
2025-08-29T14:02:29.017665,NIFTY,24481.35,0.0,0.0,0.0,-7.0,1.0
2025-08-29T14:02:29.017665,BANKNIFTY,53735.75,0.0,0.0,0.0,-1.0,1.0
2025-08-29T14:02:29.017665,MIDCPNIFTY,12501.25,0.0,0.0,0.0,9.0,1.0
2025-08-29T14:02:29.991153,NIFTY,24481.5,0.0,0.0,0.0,-7.0,1.0
2025-08-29T14:02:29.991153,BANKNIFTY,53733.4,0.0,0.0,0.0,-1.0,1.0
2025-08-29T14:02:29.991153,MIDCPNIFTY,12501.75,0.0,0.0,0.0,11.0,1.0
2025-08-29T14:02:30.995997,NIFTY,24480.3,0.0,0.0,0.0,-9.0,1.0
2025-08-29T14:02:30.741878,BANKNIFTY,53732.7,0.0,0.0,0.0,-1.0,1.0
2025-08-29T14:02:30.995997,MIDCPNIFTY,12500.85,0.0,0.0,0.0,9.0,1.0
2025-08-29T14:02:31.743761,NIFTY,24479.9,0.0,0.0,0.0,-9.0,1.0
2025-08-29T14:02:31.991616,BANKNIFTY,53731.7,0.0,0.0,0.0,-1.0,1.0
2025-08-29T14:02:31.991616,MIDCPNIFTY,12500.85,0.0,0.0,0.0,9.0,1.0
2025-08-29T14:02:32.990827,NIFTY,24480.8,0.0,0.0,0.0,-9.0,1.0
2025-08-29T14:02:32.990827,BANKNIFTY,53734.9,0.0,0.0,0.0,-1.0,1.0
2025-08-29T14:02:32.990827,MIDCPNIFTY,12501.25,0.0,0.0,0.0,11.0,1.0
2025-08-29T14:02:33.741235,NIFTY,24480.1,0.0,0.0,0.0,-11.0,1.0
2025-08-29T14:02:33.741235,BANKNIFTY,53735.9,0.0,0.0,0.0,0.0,1.0
2025-08-29T14:02:33.991380,MIDCPNIFTY,12500.55,0.0,0.0,0.0,9.0,1.0
2025-08-29T14:02:34.996840,NIFTY,24478.9,0.0,0.0,0.0,-13.0,1.0
2025-08-29T14:02:34.996840,BANKNIFTY,53730.7,0.0,0.0,0.0,0.0,1.0
2025-08-29T14:02:34.996840,MIDCPNIFTY,12501.0,0.0,0.0,0.0,11.0,1.0
2025-08-29T14:02:35.742146,NIFTY,24479.65,0.0,0.0,0.0,-13.0,1.0
2025-08-29T14:02:35.742146,BANKNIFTY,53731.0,0.0,0.0,0.0,0.0,1.0
2025-08-29T14:02:35.998843,MIDCPNIFTY,12500.4,0.0,0.0,0.0,9.0,1.0
2025-08-29T14:02:36.991199,NIFTY,24479.5,0.0,0.0,0.0,-13.0,1.0
2025-08-29T14:02:36.742838,BANKNIFTY,53729.25,0.0,0.0,0.0,0.0,1.0
2025-08-29T14:02:36.991199,MIDCPNIFTY,12500.85,0.0,0.0,0.0,11.0,1.0
2025-08-29T14:02:37.742402,NIFTY,24479.25,0.0,0.0,0.0,-13.0,1.0
2025-08-29T14:02:37.991424,BANKNIFTY,53730.3,0.0,0.0,0.0,0.0,1.0
2025-08-29T14:02:37.991424,MIDCPNIFTY,12500.75,0.0,0.0,0.0,11.0,1.0
2025-08-29T14:02:38.991437,NIFTY,24478.35,0.0,0.0,0.0,-15.0,1.0
2025-08-29T14:02:38.991437,BANKNIFTY,53729.7,0.0,0.0,0.0,-1.0,1.0
2025-08-29T14:02:38.991437,MIDCPNIFTY,12500.65,0.0,0.0,0.0,11.0,1.0
2025-08-29T14:02:39.742580,NIFTY,24478.35,0.0,0.0,0.0,-15.0,1.0
2025-08-29T14:02:39.991732,BANKNIFTY,53726.65,0.0,0.0,0.0,-1.0,1.0
2025-08-29T14:02:39.991732,MIDCPNIFTY,12500.85,0.0,0.0,0.0,11.0,1.0
2025-08-29T14:02:40.992479,NIFTY,24478.4,0.0,0.0,0.0,-15.0,1.0
2025-08-29T14:02:40.992479,BANKNIFTY,53725.45,0.0,0.0,0.0,-1.0,1.0
2025-08-29T14:02:40.992479,MIDCPNIFTY,12500.45,0.0,0.0,0.0,11.0,1.0
2025-08-29T14:02:41.993701,NIFTY,24479.75,0.0,0.0,0.0,-13.0,1.0
2025-08-29T14:02:41.993701,BANKNIFTY,53730.65,0.0,0.0,0.0,1.0,1.0
2025-08-29T14:02:41.993701,MIDCPNIFTY,12500.1,0.0,0.0,0.0,9.0,1.0
2025-08-29T14:02:42.992168,NIFTY,24480.45,0.0,0.0,0.0,-13.0,1.0
2025-08-29T14:02:42.992168,BANKNIFTY,53735.1,0.0,0.0,0.0,1.0,1.0
2025-08-29T14:02:42.992168,MIDCPNIFTY,12499.85,0.0,0.0,0.0,9.0,1.0
2025-08-29T14:02:43.992989,NIFTY,24479.85,0.0,0.0,0.0,-15.0,1.0
2025-08-29T14:02:43.992989,BANKNIFTY,53737.1,0.0,0.0,0.0,1.0,1.0
2025-08-29T14:02:43.992989,MIDCPNIFTY,12499.4,0.0,0.0,0.0,7.0,1.0
2025-08-29T14:02:44.742033,NIFTY,24479.3,0.0,0.0,0.0,-15.0,1.0
2025-08-29T14:02:44.997496,BANKNIFTY,53731.4,0.0,0.0,0.0,-1.0,1.0
2025-08-29T14:02:44.997496,MIDCPNIFTY,12498.95,0.0,0.0,0.0,7.0,1.0
2025-08-29T14:02:45.991897,NIFTY,24479.1,0.0,0.0,0.0,-15.0,1.0
2025-08-29T14:02:45.991897,BANKNIFTY,53730.4,0.0,0.0,0.0,-3.0,1.0
2025-08-29T14:02:45.991897,MIDCPNIFTY,12499.45,0.0,0.0,0.0,9.0,1.0
2025-08-29T14:02:46.992180,NIFTY,24478.9,0.0,0.0,0.0,-15.0,1.0
2025-08-29T14:02:46.992180,BANKNIFTY,53731.15,0.0,0.0,0.0,-3.0,1.0
2025-08-29T14:02:46.992180,MIDCPNIFTY,12499.25,0.0,0.0,0.0,8.0,1.0
2025-08-29T14:02:47.993336,NIFTY,24480.0,0.0,0.0,0.0,-15.0,1.0
2025-08-29T14:02:47.993336,BANKNIFTY,53731.05,0.0,0.0,0.0,-3.0,1.0
2025-08-29T14:02:47.742246,MIDCPNIFTY,12498.45,0.0,0.0,0.0,6.0,1.0
2025-08-29T14:02:48.742457,NIFTY,24479.45,0.0,0.0,0.0,-15.0,1.0
2025-08-29T14:02:48.993276,BANKNIFTY,53731.65,0.0,0.0,0.0,-3.0,1.0
